transaction_id,store_id,customer_id,transaction_date,total_amount
161,8,,2025-05-06,4.0
162,1,,2025-05-11,40.6
163,6,,2025-06-01,140.85
164,2,463,2025-05-07,17.0
165,9,,2025-05-08,4.5
166,1,,2025-05-06,14.3
167,2,,2025-05-31,18.5
168,5,976,2025-05-30,36.8
169,5,688,2025-05-11,27.5
170,1,,2025-05-16,4.5
171,1,,2025-05-08,14.9
172,9,,2025-05-30,25.1
173,7,,2025-05-08,66.59
174,5,855,2025-05-24,21.9
175,2,,2025-05-31,35.27
176,2,,2025-05-31,60.65
177,1,,2025-05-26,23.1
178,2,,2025-06-01,34.9
179,9,,2025-05-24,7.0
180,4,,2025-05-13,23.7
181,4,,2025-05-20,4.9
182,10,,2025-05-26,32.5
183,5,593,2025-06-02,111.0
184,6,,2025-05-13,29.2
185,1,787,2025-05-30,26.97
186,9,315,2025-05-20,178.22
187,7,,2025-05-25,17.5
188,7,,2025-05-08,14.0
189,3,,2025-05-14,26.0
190,3,,2025-05-07,57.2
191,8,,2025-05-27,9.6
192,2,433,2025-05-08,3.0
193,5,341,2025-05-14,40.4
194,2,145,2025-05-21,21.2
195,5,,2025-05-06,12.8
196,1,,2025-05-29,21.57
197,9,295,2025-05-27,24.7
198,3,728,2025-05-13,19.19
199,4,,2025-05-20,36.4
200,10,,2025-05-24,86.95
201,3,981,2025-05-08,64.3
202,1,,2025-05-14,41.9
203,2,,2025-05-13,23.9
204,5,,2025-05-13,72.46
205,4,474,2025-05-29,37.0
206,3,,2025-05-29,10.5
207,1,,2025-05-15,13.1
208,5,,2025-05-19,61.95
209,4,,2025-05-12,31.5
210,2,,2025-05-20,66.88
211,8,,2025-05-15,59.96
212,3,,2025-05-10,45.0
213,6,,2025-05-16,27.5
214,9,471,2025-05-26,37.0
215,3,,2025-05-16,7.5
216,5,,2025-05-24,12.9
217,3,,2025-05-29,8.9
218,1,,2025-05-17,32.97
219,1,,2025-05-16,18.3
220,10,,2025-05-25,26.4
221,4,,2025-05-11,33.5
222,1,,2025-05-13,55.4
223,5,585,2025-05-08,49.5
224,3,524,2025-05-15,12.8
225,2,,2025-06-03,129.48
226,2,985,2025-05-27,63.8
227,2,,2025-06-01,37.8
228,1,,2025-05-30,42.5
229,1,,2025-06-01,75.35
230,5,,2025-05-22,233.92
231,10,,2025-05-22,35.8
232,2,421,2025-06-01,13.4
233,2,366,2025-05-16,13.2
234,5,,2025-05-09,72.5
235,9,,2025-05-22,3.2
236,2,,2025-05-29,19.7
237,5,,2025-05-28,15.98
238,1,,2025-05-23,20.8
239,5,,2025-05-28,33.55
240,3,,2025-05-06,31.28
241,4,700,2025-05-23,15.9
242,6,507,2025-05-28,28.4
243,9,,2025-05-20,9.2
244,9,,2025-05-22,18.5
245,2,,2025-05-15,37.7
246,1,,2025-05-11,104.07
247,1,16,2025-05-14,23.0
248,5,,2025-05-24,34.99
249,10,,2025-06-01,21.48
250,4,536,2025-05-10,7.5
251,4,,2025-05-16,41.6
252,2,,2025-05-16,35.3
253,2,,2025-05-07,20.4
254,4,,2025-05-13,66.0
255,5,166,2025-05-12,36.1
256,4,,2025-05-22,64.45
257,2,738,2025-05-09,2.8
258,9,,2025-05-19,36.5
259,2,,2025-05-24,20.1
260,8,,2025-05-29,486.62
261,1,858,2025-05-09,4.2
262,8,,2025-05-15,37.6
263,8,,2025-05-26,3.9
264,10,,2025-05-16,40.0
265,4,,2025-05-08,30.1
266,3,,2025-05-06,115.56
267,2,,2025-05-22,53.5
268,1,94,2025-05-21,107.5
269,4,,2025-05-31,49.39
270,9,,2025-05-16,31.2
271,9,428,2025-05-23,25.2
272,1,,2025-06-03,20.0
273,7,,2025-05-25,1.8
274,10,949,2025-05-23,94.67
275,2,,2025-05-16,17.6
276,1,554,2025-05-18,20.8
277,10,23,2025-05-24,39.46
278,2,,2025-06-01,59.98
279,7,,2025-06-03,165.97
280,3,,2025-05-18,93.77
281,1,,2025-05-21,15.9
282,1,,2025-05-30,60.28
283,2,,2025-05-26,116.25
284,6,,2025-05-30,6.2
285,2,88,2025-05-13,21.5
286,6,119,2025-05-11,14.7
287,1,,2025-05-23,67.4
288,6,416,2025-05-24,3.5
289,2,434,2025-06-03,34.0
290,1,,2025-05-14,16.4
291,2,,2025-05-22,30.9
292,9,212,2025-05-10,66.0
293,4,,2025-05-09,154.47
294,4,,2025-05-28,73.4
295,3,,2025-05-28,124.44
296,2,,2025-05-16,25.3
297,6,,2025-05-31,17.0
298,5,522,2025-05-13,57.65
299,1,227,2025-05-31,41.1
300,5,,2025-05-19,199.37
301,3,,2025-05-17,13.4
302,5,480,2025-05-30,31.9
303,6,,2025-05-30,32.5
304,5,,2025-05-29,84.95
305,5,57,2025-05-28,11.2
306,1,,2025-05-12,15.6
307,1,,2025-05-06,149.36
308,7,,2025-05-18,34.98
309,2,,2025-05-15,45.96
310,8,,2025-05-18,43.96
311,2,,2025-05-28,34.4
312,8,,2025-05-11,7.7
313,8,,2025-05-23,19.6
314,1,,2025-06-01,61.28
315,5,,2025-05-12,42.0
316,4,,2025-06-03,44.2
317,2,,2025-05-09,38.5
318,2,,2025-05-26,67.88
319,5,,2025-05-09,48.8
320,7,8,2025-05-07,63.8
321,8,,2025-05-07,38.0
322,2,479,2025-05-27,8.4
323,4,,2025-05-20,36.0
324,4,,2025-05-28,137.75
325,7,,2025-06-01,40.7
326,8,670,2025-05-07,96.5
327,6,,2025-05-18,105.98
328,1,,2025-05-27,135.74
329,7,,2025-05-23,24.3
330,5,,2025-06-03,23.4
331,6,,2025-05-10,26.97
332,5,,2025-06-02,85.77
333,2,,2025-05-15,30.8
334,4,,2025-05-20,110.16
335,8,494,2025-05-17,29.6
336,5,686,2025-05-27,71.95
337,5,,2025-05-23,71.47
338,10,919,2025-05-06,19.0
339,4,,2025-05-19,44.6
340,2,,2025-05-23,159.96
341,7,,2025-05-24,71.4
342,6,116,2025-05-25,21.6
343,1,,2025-05-16,37.9
344,5,,2025-05-07,18.5
345,1,,2025-05-24,61.66
346,4,,2025-05-18,136.73
347,9,,2025-05-25,7.4
348,9,434,2025-05-29,28.2
349,3,,2025-05-29,58.47
350,1,,2025-05-24,55.15
351,6,,2025-05-21,38.8
352,5,711,2025-05-28,17.9
353,5,,2025-06-02,76.08
354,4,,2025-05-09,11.5
355,7,865,2025-05-17,28.8
356,1,406,2025-05-25,22.3
357,4,,2025-05-19,24.89
358,6,146,2025-05-26,24.3
359,1,,2025-05-16,21.9
360,7,,2025-05-06,22.0
361,6,,2025-05-30,200.66
362,6,,2025-05-10,11.2
363,2,,2025-05-30,9.0
364,5,,2025-05-28,140.96
365,2,355,2025-05-22,10.0
366,4,,2025-05-14,12.5
367,3,,2025-05-22,4.0
368,1,950,2025-05-27,32.28
369,3,,2025-05-14,4.9
370,2,,2025-05-20,13.98
371,5,,2025-05-24,42.5
372,10,,2025-05-16,9.7
373,4,675,2025-05-08,23.3
374,2,,2025-05-06,20.1
375,1,926,2025-05-21,43.2
376,1,,2025-06-03,50.2
377,10,94,2025-05-20,10.9
378,4,,2025-05-08,6.0
379,5,,2025-05-10,9.0
380,4,,2025-06-02,54.66
381,9,,2025-05-12,79.75
382,2,,2025-05-25,43.4
383,8,,2025-05-31,25.4
384,5,,2025-05-28,12.2
385,9,,2025-05-13,8.8
386,10,,2025-05-20,104.97
387,3,648,2025-05-23,11.6
388,1,,2025-05-16,254.9
389,2,,2025-06-02,26.4
390,2,,2025-05-26,47.4
391,4,,2025-05-06,85.16
392,1,318,2025-05-21,17.97
393,4,461,2025-05-14,3.0
394,6,835,2025-05-25,9.0
395,6,,2025-05-22,11.0
396,3,,2025-05-24,8.0
397,5,839,2025-05-15,17.5
398,3,,2025-05-13,34.1
399,1,,2025-05-29,29.6
400,3,536,2025-05-23,14.0
401,5,898,2025-05-18,7.5
402,4,,2025-05-08,60.0
403,6,,2025-05-11,133.73
404,5,,2025-05-31,16.3
405,10,316,2025-05-26,3.6
406,1,,2025-05-27,1.5
407,4,,2025-05-29,45.9
408,5,,2025-05-06,2.8
409,4,,2025-05-16,12.5
410,4,,2025-05-26,14.0
411,9,,2025-06-02,107.47
412,7,,2025-05-09,4.9
413,4,,2025-05-23,17.5
414,3,,2025-05-27,8.3
415,5,,2025-06-02,12.5
416,1,,2025-05-31,4.5
417,2,,2025-06-03,6.8
418,5,956,2025-05-15,169.68
419,9,,2025-05-20,24.5
420,8,174,2025-05-18,65.48
421,3,,2025-05-28,2.4
422,7,,2025-05-24,19.6
423,7,,2025-05-13,32.0
424,2,,2025-05-17,17.3
425,3,447,2025-05-09,43.47
426,9,163,2025-05-13,24.5
427,4,,2025-05-22,45.59
428,1,,2025-05-28,13.1
429,10,181,2025-05-31,32.49
430,3,,2025-05-26,51.99
431,2,,2025-06-01,90.78
432,4,,2025-05-28,199.96
433,8,,2025-05-10,19.5
434,9,223,2025-05-19,114.99
435,9,,2025-05-21,22.5
436,3,116,2025-05-14,71.3
437,3,428,2025-05-10,74.37
438,1,,2025-05-28,156.42
439,3,,2025-05-24,3.0
440,8,,2025-05-12,1.5
441,2,808,2025-05-26,76.4
442,1,,2025-05-10,101.49
443,6,,2025-05-06,18.0
444,5,,2025-05-13,22.9
445,5,,2025-05-18,10.5
446,4,,2025-05-14,94.4
447,5,,2025-05-07,7.0
448,5,,2025-05-26,100.48
449,7,349,2025-05-18,58.99
450,4,,2025-05-25,7.0
451,4,864,2025-05-14,135.54
452,8,,2025-05-07,17.5
453,2,518,2025-05-19,73.37
454,1,,2025-05-30,299.97
455,4,,2025-05-14,30.3
456,1,,2025-05-07,89.5
457,4,,2025-05-12,90.06
458,9,,2025-05-28,19.2
459,5,,2025-05-23,72.45
460,1,,2025-05-24,10.3
461,3,,2025-05-17,68.46
462,5,,2025-05-16,16.9
463,5,576,2025-05-25,4.8
464,1,,2025-05-10,9.8
465,9,,2025-05-17,1.9
466,2,,2025-05-20,49.9
467,10,,2025-05-25,181.98
468,6,,2025-05-19,2.5
469,2,,2025-05-18,15.99
470,1,,2025-05-20,36.0
471,4,,2025-05-27,33.8
472,2,,2025-05-31,8.5
473,9,,2025-05-18,68.63
474,2,570,2025-05-08,56.37
475,7,,2025-05-06,22.5
476,2,,2025-05-13,29.5
477,1,,2025-06-02,91.95
478,2,864,2025-05-28,51.6
479,3,,2025-05-27,10.5
480,2,,2025-05-24,64.35
481,1,,2025-05-26,93.5
482,1,,2025-05-13,46.09
483,6,,2025-05-29,99.25
484,2,,2025-06-02,92.34
485,2,,2025-05-26,9.2
486,1,,2025-05-09,39.2
487,4,,2025-05-11,15.1
488,4,,2025-05-07,1.1
489,5,359,2025-06-02,43.69
490,1,,2025-05-16,15.5
491,1,,2025-05-26,21.0
492,3,,2025-05-11,124.98
493,2,,2025-05-27,40.48
494,3,,2025-05-15,173.46
495,4,252,2025-06-02,29.2
496,9,,2025-05-12,7.8
497,4,,2025-05-07,3.5
498,1,443,2025-06-02,13.6
499,10,,2025-05-18,29.7
500,10,726,2025-05-18,18.0
501,1,,2025-05-29,88.76
502,8,495,2025-06-01,45.7
503,8,147,2025-05-13,52.79
504,1,,2025-05-11,79.48
505,5,,2025-05-08,13.5
506,2,,2025-05-30,32.48
507,2,,2025-05-22,60.06
508,4,876,2025-05-07,33.4
509,7,49,2025-05-19,13.5
510,9,,2025-05-25,25.0
511,3,631,2025-05-20,48.5
512,5,174,2025-05-29,9.9
513,3,,2025-05-28,77.1
514,2,,2025-05-30,10.5
515,3,,2025-05-13,63.19
516,2,,2025-05-06,55.27
517,7,,2025-05-28,12.5
518,7,,2025-05-16,21.6
519,9,,2025-05-12,94.62
520,1,,2025-05-23,7.99
521,4,379,2025-05-08,24.48
522,7,491,2025-05-17,5.5
523,9,,2025-05-16,37.1
524,7,631,2025-05-22,40.97
525,9,,2025-05-14,4.3
526,1,,2025-05-27,10.0
527,5,,2025-05-07,38.3
528,2,481,2025-05-10,31.0
529,1,,2025-05-08,9.8
530,10,,2025-05-23,50.8
531,4,,2025-05-12,13.8
532,5,105,2025-05-28,32.5
533,2,,2025-05-11,48.4
534,3,922,2025-06-02,35.89
535,5,,2025-05-28,40.0
536,2,,2025-05-27,57.68
537,1,,2025-05-10,11.2
538,6,,2025-05-08,25.9
539,1,,2025-05-11,10.5
540,5,,2025-05-24,110.17
541,1,,2025-05-26,56.5
542,6,,2025-05-09,37.47
543,4,,2025-05-15,173.77
544,5,,2025-05-20,69.7
545,3,38,2025-05-11,4.8
546,5,,2025-05-08,37.48
547,2,,2025-05-24,59.2
548,5,731,2025-05-21,39.8
549,9,464,2025-05-24,13.3
550,8,,2025-05-15,8.5
551,6,310,2025-05-15,8.6
552,7,,2025-05-14,79.95
553,9,,2025-05-20,11.0
554,4,,2025-05-08,26.78
555,4,,2025-05-11,10.5
556,2,,2025-05-21,106.97
557,3,,2025-05-13,19.3
558,8,797,2025-05-07,10.0
559,1,,2025-05-23,102.91
560,7,,2025-05-23,45.46
561,3,533,2025-06-02,34.5
562,2,649,2025-05-22,14.0
563,7,,2025-05-29,15.2
564,8,,2025-05-08,27.6
565,2,99,2025-05-14,34.3
566,1,,2025-05-21,2.5
567,3,,2025-05-27,57.3
568,10,,2025-05-09,28.3
569,3,,2025-05-26,14.59
570,1,,2025-05-19,50.99
571,6,,2025-05-21,43.5
572,7,321,2025-05-22,2.9
573,5,623,2025-05-24,67.57
574,10,,2025-05-28,32.3
575,3,,2025-06-02,5.5
576,2,45,2025-05-17,20.3
577,10,,2025-05-20,45.69
578,5,,2025-05-30,4.2
579,9,,2025-06-03,63.48
580,4,550,2025-05-25,19.6
581,2,,2025-05-28,261.36
582,6,,2025-05-08,68.57
583,2,,2025-05-13,30.8
584,5,300,2025-05-22,52.45
585,2,,2025-05-07,21.48
586,3,,2025-05-10,100.65
587,5,,2025-05-10,67.35
588,3,,2025-05-13,11.2
589,8,528,2025-05-16,81.55
590,9,,2025-05-30,159.75
591,1,,2025-05-20,26.9
592,5,,2025-05-20,53.0
593,4,,2025-05-22,2.4
594,9,,2025-05-28,27.1
595,8,,2025-05-17,3.5
596,3,,2025-05-31,15.29
597,4,,2025-05-07,53.6
598,4,,2025-05-29,1.2
599,1,,2025-05-23,26.2
600,9,373,2025-06-03,98.3
601,4,,2025-05-30,44.5
602,4,,2025-05-24,7.0
603,8,,2025-05-16,47.5
604,4,91,2025-06-02,11.1
605,7,,2025-05-26,76.94
606,3,761,2025-05-15,53.9
607,10,,2025-05-11,68.2
608,1,,2025-05-17,96.86
609,1,,2025-05-07,56.1
610,9,,2025-05-06,10.1
611,7,986,2025-05-13,19.2
612,6,,2025-06-03,23.8
613,1,553,2025-05-08,125.47
614,8,,2025-05-16,47.6
615,4,,2025-05-30,284.57
616,4,,2025-05-21,42.5
617,4,,2025-05-18,36.5
618,9,,2025-05-28,43.6
619,2,640,2025-05-27,84.34
620,8,,2025-05-19,61.0
621,7,873,2025-05-23,68.7
622,2,336,2025-05-16,34.5
623,7,,2025-05-23,9.0
624,2,,2025-06-03,6.0
625,1,,2025-05-10,35.0
626,2,,2025-05-27,25.9
627,1,,2025-05-28,47.39
628,7,19,2025-05-11,80.17
629,5,949,2025-05-06,20.4
630,5,,2025-05-29,88.39
631,2,402,2025-06-01,123.24
632,6,,2025-05-24,22.5
633,3,,2025-05-10,134.35
634,1,764,2025-05-07,160.16
635,4,234,2025-05-31,51.7
636,9,520,2025-05-31,35.4
637,10,79,2025-05-19,54.5
638,1,,2025-05-31,60.85
639,1,810,2025-05-20,33.1
640,3,,2025-05-12,45.49
641,2,,2025-05-23,36.49
642,6,729,2025-05-06,68.5
643,9,,2025-05-16,75.84
644,5,951,2025-05-17,46.9
645,3,897,2025-05-06,18.6
646,2,,2025-06-03,29.7
647,5,,2025-05-10,20.2
648,10,,2025-05-12,35.4
649,3,,2025-05-28,129.56
650,3,315,2025-05-28,49.57
651,5,,2025-05-07,10.5
652,7,438,2025-05-26,10.0
653,2,,2025-05-18,1.5
654,4,,2025-05-09,123.95
655,1,,2025-05-28,79.67
656,4,,2025-06-01,106.76
657,10,,2025-05-31,35.57
658,2,,2025-05-20,142.25
659,3,,2025-05-14,28.0
660,2,,2025-05-24,1.0
661,7,,2025-05-30,40.3
662,7,830,2025-05-31,17.0
663,2,,2025-05-15,11.2
664,5,,2025-05-15,105.15
665,2,354,2025-05-31,55.5
666,8,210,2025-05-24,204.75
667,2,888,2025-05-21,59.72
668,2,779,2025-05-31,105.36
669,4,,2025-05-12,71.45
670,6,,2025-05-30,12.6
671,7,,2025-05-30,49.3
672,2,,2025-05-17,14.0
673,5,,2025-05-19,59.95
674,7,,2025-05-10,167.4
675,5,317,2025-05-22,29.5
676,3,,2025-05-20,71.38
677,1,,2025-05-16,89.69
678,5,371,2025-05-27,35.48
679,2,,2025-05-09,23.49
680,3,729,2025-05-08,92.75
681,7,623,2025-05-28,24.5
682,1,681,2025-05-28,65.08
683,1,116,2025-05-12,60.37
684,1,,2025-05-23,35.4
685,2,383,2025-05-10,59.7
686,1,,2025-05-08,34.1
687,3,967,2025-05-06,37.3
688,5,253,2025-05-16,9.5
689,2,758,2025-05-15,64.8
690,7,,2025-05-16,28.2
691,1,,2025-05-22,94.37
692,6,,2025-05-09,126.86
693,4,279,2025-06-02,86.55
694,6,975,2025-05-16,66.57
695,6,,2025-05-16,28.0
696,9,,2025-05-29,104.56
697,10,,2025-05-23,16.6
698,1,,2025-05-10,30.9
699,4,,2025-05-14,117.09
700,2,,2025-06-03,4.5
701,5,,2025-05-15,5.8
702,9,275,2025-05-23,92.0
703,10,,2025-05-10,20.98
704,9,,2025-05-10,115.18
705,9,,2025-06-02,7.0
706,4,,2025-05-24,18.0
707,1,,2025-05-31,18.5
708,4,,2025-06-01,50.9
709,2,,2025-05-14,124.95
710,2,,2025-05-15,119.97
711,9,,2025-05-11,117.58
712,5,,2025-05-14,33.7
713,4,,2025-05-24,132.75
714,4,,2025-05-24,100.44
715,3,,2025-05-13,32.5
716,8,,2025-06-01,29.9
717,4,,2025-06-01,34.99
718,5,,2025-05-20,17.6
719,9,,2025-05-21,74.96
720,3,,2025-05-23,138.77
721,9,826,2025-05-20,183.94
722,3,465,2025-06-03,6.9
723,10,,2025-05-09,4.8
724,2,,2025-05-31,25.3
725,8,,2025-06-01,6.5
726,5,496,2025-05-17,31.8
727,5,,2025-06-01,2.5
728,6,,2025-05-12,13.2
729,9,253,2025-05-30,39.1
730,5,,2025-05-10,25.79
731,4,742,2025-05-08,18.0
732,3,,2025-05-18,19.2
733,3,,2025-05-28,11.9
734,1,,2025-05-20,138.57
735,3,509,2025-05-23,23.6
736,8,,2025-05-15,8.2
737,10,53,2025-05-13,91.97
738,7,613,2025-05-09,72.5
739,2,302,2025-05-06,97.61
740,2,755,2025-05-10,54.85
741,1,,2025-05-30,22.9
742,8,,2025-05-28,29.5
743,9,,2025-05-07,13.9
744,6,,2025-05-19,50.98
745,7,,2025-05-31,62.38
746,2,657,2025-05-08,4.8
747,10,,2025-05-20,32.2
748,1,,2025-05-06,49.0
749,4,,2025-05-28,89.65
750,7,,2025-05-12,6.0
751,2,,2025-05-07,18.5
752,1,,2025-06-02,65.8
753,10,,2025-05-16,129.35
754,7,,2025-05-20,35.1
755,9,,2025-05-06,92.34
756,2,377,2025-05-25,53.1
757,4,974,2025-05-29,19.5
758,9,,2025-05-13,31.96
759,7,721,2025-05-31,22.1
760,9,,2025-05-10,234.71
761,2,847,2025-05-07,2.9
762,2,,2025-05-19,47.5
763,6,336,2025-05-20,22.8
764,1,597,2025-05-20,7.2
765,2,445,2025-05-25,89.05
766,10,381,2025-05-30,34.98
767,5,791,2025-05-12,23.97
768,4,,2025-05-27,95.25
769,8,,2025-05-29,24.7
770,7,,2025-05-15,4.4
771,7,,2025-05-07,164.77
772,3,,2025-05-22,26.7
773,8,713,2025-05-12,30.3
774,9,,2025-05-09,27.5
775,1,,2025-05-15,18.2
776,9,,2025-05-24,5.8
777,2,864,2025-05-28,41.68
778,2,,2025-05-29,36.09
779,4,808,2025-05-13,44.3
780,10,,2025-05-19,22.9
781,2,411,2025-05-07,27.18
782,4,,2025-05-09,71.5
783,4,,2025-06-02,51.2
784,1,,2025-05-21,33.7
785,6,167,2025-05-30,263.12
786,2,,2025-05-09,59.99
787,4,513,2025-05-29,56.4
788,8,322,2025-05-21,62.0
789,3,668,2025-05-12,60.58
790,1,562,2025-05-30,36.6
791,9,,2025-05-12,28.7
792,9,405,2025-05-25,17.9
793,1,300,2025-06-02,94.17
794,10,,2025-06-01,27.3
795,10,,2025-06-01,33.0
796,10,,2025-05-27,5.8
797,1,,2025-05-21,38.29
798,1,,2025-05-15,3.0
799,1,,2025-05-26,34.3
800,5,,2025-05-12,255.35
801,10,,2025-05-17,2.4
802,9,,2025-05-31,14.0
803,1,,2025-06-02,41.3
804,6,,2025-05-10,30.78
805,9,,2025-05-31,121.42
806,8,,2025-05-20,24.0
807,6,,2025-05-25,36.2
808,6,278,2025-05-23,28.3
809,6,,2025-05-22,27.3
810,5,,2025-05-09,17.0
811,3,24,2025-05-21,47.2
812,9,597,2025-05-15,10.0
813,10,,2025-05-29,58.1
814,9,,2025-05-30,28.77
815,10,,2025-05-12,7.5
816,9,,2025-05-29,3.0
817,9,,2025-05-23,59.67
818,1,679,2025-05-24,58.5
819,2,,2025-05-18,52.49
820,3,,2025-05-26,81.8
821,8,45,2025-05-08,26.9
822,4,,2025-05-19,87.37
823,5,,2025-05-08,31.3
824,1,,2025-05-29,166.96
825,4,335,2025-05-11,25.97
826,4,,2025-06-03,71.18
827,4,,2025-05-15,122.49
828,5,,2025-05-21,64.1
829,2,381,2025-05-19,76.99
830,6,697,2025-06-02,19.4
831,2,,2025-05-14,2.2
832,4,920,2025-05-28,30.9
833,2,,2025-05-09,111.45
834,1,933,2025-05-25,44.5
835,1,,2025-05-29,82.25
836,4,,2025-05-25,107.18
837,4,394,2025-05-25,3.5
838,2,,2025-05-31,67.69
839,4,,2025-05-27,1.1
840,9,,2025-06-01,37.58
841,2,,2025-05-13,32.5
842,2,,2025-05-23,23.5
843,3,,2025-05-27,33.8
844,2,,2025-05-31,5.8
845,1,,2025-05-31,40.66
846,9,32,2025-05-23,124.17
847,1,700,2025-05-24,32.2
848,5,206,2025-05-24,92.95
849,5,,2025-05-27,24.98
850,6,,2025-05-22,205.46
851,2,67,2025-05-25,16.6
852,5,386,2025-05-26,18.5
853,9,226,2025-05-22,62.55
854,4,,2025-05-16,45.0
855,5,79,2025-05-31,42.4
