sale_id,transaction_id,product_id,quantity,unit_price,total_price
199,65,358,3,3.5,10.5
200,66,852,5,6.5,32.5
201,66,974,2,1.5,3.0
202,67,877,3,14.99,44.97
203,67,596,4,2.8,11.2
204,67,693,2,4.9,9.8
205,67,957,5,3.9,19.5
206,68,972,2,7.99,15.98
207,68,824,3,1.8,5.4
208,68,390,5,2.0,10.0
209,69,755,4,3.9,15.6
210,69,733,5,8.5,42.5
211,69,928,5,2.0,10.0
212,69,565,2,2.0,4.0
213,69,131,4,2.5,10.0
214,70,576,2,1.5,3.0
215,70,85,2,7.99,15.98
216,70,597,1,1.8,1.8
217,70,262,5,0.8,4.0
218,70,187,3,1.5,4.5
219,71,228,3,7.99,23.97
220,71,254,5,1.2,6.0
221,71,318,4,6.5,26.0
222,71,874,2,4.2,8.4
223,71,107,4,2.8,11.2
224,72,236,2,2.9,5.8
225,72,105,3,0.9,2.7
226,72,421,5,3.5,17.5
227,72,765,5,3.9,19.5
228,73,817,3,9.99,29.97
229,73,341,5,2.5,12.5
230,73,267,2,1.1,2.2
231,73,537,5,3.9,19.5
232,73,50,5,2.2,11.0
233,74,47,4,1.1,4.4
234,75,617,4,3.8,15.2
235,76,571,5,1.8,9.0
236,76,489,4,3.5,14.0
237,77,109,5,7.99,39.95
238,78,370,4,1.9,7.6
239,78,361,1,1.7,1.7
240,79,689,4,1.0,4.0
241,79,657,2,19.99,39.98
242,80,358,1,3.5,3.5
243,80,438,4,7.9,31.6
244,81,117,4,2.2,8.8
245,81,811,4,3.9,15.6
246,82,592,3,1.6,4.8
247,82,780,3,4.9,14.7
248,82,164,3,2.9,8.7
249,82,622,1,2.5,2.5
250,82,345,3,2.5,7.5
251,83,174,2,1.8,3.6
252,83,287,4,1.1,4.4
253,83,700,3,3.9,11.7
254,83,806,5,3.9,19.5
255,83,795,1,3.5,3.5
256,84,461,4,9.99,39.96
257,85,527,3,4.2,12.6
258,85,563,1,2.8,2.8
259,85,785,2,12.0,24.0
260,85,343,1,1.0,1.0
261,85,880,3,4.9,14.7
262,86,367,2,2.8,5.6
263,87,28,4,2.8,11.2
264,87,272,3,1.1,3.3
265,87,779,2,3.5,7.0
266,88,106,5,2.5,12.5
267,88,848,2,2.5,5.0
268,89,77,2,1.5,3.0
269,89,8,1,1.5,1.5
270,89,223,1,12.99,12.99
271,89,595,2,1.1,2.2
272,89,752,1,2.3,2.3
273,90,379,2,7.99,15.98
274,90,441,2,6.5,13.0
275,91,868,2,2.0,4.0
276,92,630,2,5.5,11.0
277,93,750,3,5.5,16.5
278,94,590,3,2.2,6.6
279,94,408,1,1.7,1.7
280,94,300,2,1.1,2.2
281,94,797,4,4.2,16.8
282,95,129,4,2.2,8.8
283,95,168,4,1.9,7.6
284,95,967,1,39.99,39.99
285,95,224,4,15.99,63.96
286,96,963,5,2.5,12.5
287,97,602,3,2.5,7.5
288,97,953,2,4.9,9.8
289,98,617,1,3.8,3.8
290,98,794,2,10.9,21.8
291,98,546,4,6.9,27.6
292,98,766,5,1.9,9.5
293,98,777,2,3.9,7.8
294,99,519,2,2.0,4.0
295,99,264,1,0.8,0.8
296,99,705,3,2.5,7.5
297,100,215,4,7.5,30.0
298,100,755,5,3.9,19.5
299,100,370,3,1.9,5.7
300,101,706,4,1.5,6.0
301,101,13,4,1.7,6.8
302,101,435,3,4.5,13.5
303,101,849,1,2.5,2.5
304,101,646,1,2.5,2.5
305,102,829,3,2.5,7.5
306,102,823,4,1.8,7.2
307,102,187,3,1.5,4.5
308,102,987,2,59.99,119.98
309,102,933,1,6.9,6.9
310,103,490,1,4.2,4.2
311,103,560,4,2.2,8.8
312,103,597,2,1.8,3.6
313,104,785,5,12.0,60.0
314,104,905,1,3.5,3.5
315,104,610,4,3.5,14.0
316,104,394,3,1.5,4.5
317,105,946,5,4.5,22.5
318,105,749,2,1.0,2.0
319,106,664,2,6.9,13.8
320,106,345,1,2.5,2.5
321,106,517,5,1.5,7.5
322,106,966,3,4.9,14.7
323,107,463,3,4.9,14.7
324,107,967,4,39.99,159.96
325,107,156,1,1.8,1.8
326,107,254,1,1.2,1.2
327,108,158,3,2.5,7.5
328,108,515,4,2.5,10.0
329,108,752,2,2.3,4.6
330,108,665,5,5.9,29.5
331,108,395,5,2.5,12.5
332,109,838,3,3.5,10.5
333,109,707,4,0.8,3.2
334,109,975,4,3.5,14.0
335,109,795,1,3.5,3.5
336,109,244,1,4.9,4.9
337,110,485,5,15.0,75.0
338,110,285,2,1.1,2.2
339,110,37,2,1.6,3.2
340,110,458,5,4.5,22.5
341,111,589,5,2.0,10.0
342,111,410,4,6.99,27.96
343,111,73,5,4.5,22.5
344,112,454,4,1.5,6.0
345,112,28,1,2.8,2.8
346,112,240,3,2.5,7.5
347,112,326,5,4.9,24.5
348,112,346,5,2.8,14.0
349,113,139,5,3.9,19.5
350,113,865,5,2.2,11.0
351,113,798,3,4.5,13.5
352,114,393,4,2.5,10.0
353,114,272,4,1.1,4.4
354,115,580,4,3.5,14.0
355,115,366,4,2.5,10.0
356,115,27,2,4.2,8.4
357,116,516,1,2.8,2.8
358,117,562,5,2.5,12.5
359,117,847,4,2.5,10.0
360,117,298,4,1.1,4.4
361,118,354,2,1.1,2.2
362,118,705,2,2.5,5.0
363,118,588,1,1.9,1.9
364,118,205,3,5.9,17.7
365,118,590,3,2.2,6.6
366,119,692,2,3.9,7.8
367,120,262,3,0.8,2.4
368,120,725,4,9.99,39.96
369,120,138,1,2.7,2.7
370,120,629,2,4.5,9.0
371,121,97,4,3.9,15.6
372,121,686,4,6.99,27.96
373,121,652,4,49.99,199.96
374,122,975,4,3.5,14.0
375,122,200,2,9.99,19.98
376,122,36,2,4.9,9.8
377,122,541,3,3.9,11.7
378,123,623,4,2.2,8.8
379,123,169,4,1.5,6.0
380,123,674,4,1.8,7.2
381,123,140,4,4.5,18.0
382,124,970,5,2.8,14.0
383,124,682,5,1.5,7.5
384,124,341,1,2.5,2.5
385,125,91,5,1.8,9.0
386,126,462,4,2.3,9.2
387,126,384,2,3.1,6.2
388,126,583,3,1.9,5.7
389,126,9,4,1.8,7.2
390,126,421,1,3.5,3.5
391,127,648,5,3.5,17.5
392,128,799,1,3.5,3.5
393,128,740,5,49.99,249.95
394,129,519,2,2.0,4.0
395,129,554,5,3.9,19.5
396,129,650,3,3.9,11.7
397,130,89,3,2.5,7.5
398,130,880,2,4.9,9.8
399,130,950,3,4.5,13.5
400,131,374,5,2.2,11.0
401,131,715,5,4.9,24.5
402,131,98,4,6.99,27.96
403,131,618,4,6.99,27.96
404,131,552,4,2.8,11.2
405,132,135,3,2.8,8.4
406,132,769,2,2.5,5.0
407,132,672,4,19.99,79.96
408,133,309,5,1.2,6.0
409,133,468,1,9.9,9.9
410,133,630,1,5.5,5.5
411,134,439,5,3.9,19.5
412,134,449,1,2.9,2.9
413,134,144,5,2.9,14.5
414,135,161,1,1.2,1.2
415,136,148,2,1.5,3.0
416,136,745,3,4.5,13.5
417,136,727,2,2.5,5.0
418,136,882,2,2.8,5.6
419,136,157,3,1.2,3.6
420,137,31,3,3.2,9.6
421,138,774,5,14.99,74.95
422,139,995,5,29.99,149.95
423,139,74,2,6.99,13.98
424,139,772,4,8.99,35.96
425,139,497,3,12.99,38.97
426,140,871,1,9.99,9.99
427,140,383,3,4.5,13.5
428,140,56,1,4.9,4.9
429,141,297,3,1.1,3.3
430,141,135,2,2.8,5.6
431,141,214,2,5.99,11.98
432,141,163,3,4.9,14.7
433,142,36,3,4.9,14.7
434,142,1000,2,69.99,139.98
435,142,975,5,3.5,17.5
436,143,813,2,8.9,17.8
437,143,760,5,1.8,9.0
438,144,685,1,4.5,4.5
439,144,993,1,34.99,34.99
440,144,823,3,1.8,5.4
441,144,414,3,4.8,14.4
442,145,507,3,1.0,3.0
443,146,189,1,2.5,2.5
444,147,40,2,3.1,6.2
445,147,761,2,4.9,9.8
446,147,143,2,2.5,5.0
447,148,86,4,1.0,4.0
448,148,91,5,1.8,9.0
449,148,23,5,4.8,24.0
450,148,18,2,1.1,2.2
451,149,756,2,1.8,3.6
452,149,293,2,1.1,2.2
453,149,948,5,4.2,21.0
454,150,87,1,0.5,0.5
455,150,167,4,1.7,6.8
456,150,811,1,3.9,3.9
457,150,744,1,2.9,2.9
458,151,340,1,4.8,4.8
459,151,382,4,5.99,23.96
460,151,132,4,1.3,5.2
461,151,881,4,2.5,10.0
462,151,516,4,2.8,11.2
463,152,167,5,1.7,8.5
464,153,833,4,4.5,18.0
465,153,764,5,3.9,19.5
466,153,125,1,0.8,0.8
467,154,932,1,3.5,3.5
468,154,17,5,1.9,9.5
469,154,342,2,2.0,4.0
470,154,67,1,1.8,1.8
471,155,941,4,4.9,19.6
472,155,503,4,3.5,14.0
473,155,598,2,12.99,25.98
474,155,964,2,1.8,3.6
475,155,100,2,2.5,5.0
476,156,738,2,19.99,39.98
477,156,206,4,2.8,11.2
478,156,545,5,6.5,32.5
479,156,218,4,8.99,35.96
480,157,700,1,3.9,3.9
481,157,220,3,24.99,74.97
482,157,282,1,1.1,1.1
483,157,303,5,1.0,5.0
484,157,507,5,1.0,5.0
485,158,913,1,3.5,3.5
486,158,642,4,3.5,14.0
487,158,326,3,4.9,14.7
488,158,207,1,3.2,3.2
489,158,252,5,2.5,12.5
490,159,277,2,1.1,2.2
491,159,565,3,2.0,6.0
492,160,765,1,3.9,3.9
493,160,106,4,2.5,10.0
494,160,364,5,2.5,12.5
495,161,514,2,2.0,4.0
496,162,920,5,1.8,9.0
497,162,321,4,7.9,31.6
498,163,616,1,4.5,4.5
499,163,876,4,1.5,6.0
500,163,996,5,24.99,124.95
501,163,597,3,1.8,5.4
502,164,324,2,8.5,17.0
503,165,469,1,4.5,4.5
504,166,928,3,2.0,6.0
505,166,528,1,4.9,4.9
506,166,407,2,1.7,3.4
507,167,447,5,2.5,12.5
508,167,573,5,1.2,6.0
509,168,836,4,7.5,30.0
510,168,649,1,2.9,2.9
511,168,439,1,3.9,3.9
512,169,851,5,5.5,27.5
513,170,558,1,4.5,4.5
514,171,113,3,3.2,9.6
515,171,86,2,1.0,2.0
516,171,273,3,1.1,3.3
517,172,628,2,5.9,11.8
518,172,430,1,2.5,2.5
519,172,895,2,4.2,8.4
520,172,770,1,2.4,2.4
521,173,260,4,2.9,11.6
522,173,985,1,39.99,39.99
523,173,735,2,7.5,15.0
524,174,645,2,1.2,2.4
525,174,383,2,4.5,9.0
526,174,626,2,3.9,7.8
527,174,506,3,0.9,2.7
528,175,233,1,1.8,1.8
529,175,978,3,4.99,14.97
530,175,288,1,1.1,1.1
531,175,146,5,1.8,9.0
532,175,596,3,2.8,8.4
533,176,664,3,6.9,20.7
534,176,668,5,7.99,39.95
535,177,614,3,4.2,12.6
536,177,786,3,3.5,10.5
537,178,264,5,0.8,4.0
538,178,335,3,2.5,7.5
539,178,384,4,3.1,12.4
540,178,623,5,2.2,11.0
541,179,795,2,3.5,7.0
542,180,683,1,2.5,2.5
543,180,209,4,4.9,19.6
544,180,707,2,0.8,1.6
545,181,853,1,4.9,4.9
546,182,300,5,1.1,5.5
547,182,703,3,6.5,19.5
548,182,311,1,7.5,7.5
549,183,727,4,2.5,10.0
550,183,392,5,2.2,11.0
551,183,400,5,18.0,90.0
552,184,642,2,3.5,7.0
553,184,106,5,2.5,12.5
554,184,560,1,2.2,2.2
555,184,683,3,2.5,7.5
556,185,772,3,8.99,26.97
557,186,998,4,27.99,111.96
558,186,866,5,3.0,15.0
559,186,820,1,2.8,2.8
560,186,773,4,10.99,43.96
561,186,16,1,4.5,4.5
562,187,38,4,1.4,5.6
563,187,614,2,4.2,8.4
564,187,332,1,3.5,3.5
565,188,483,4,3.5,14.0
566,189,776,2,2.5,5.0
567,189,250,3,5.5,16.5
568,189,383,1,4.5,4.5
569,190,103,1,2.8,2.8
570,190,705,1,2.5,2.5
571,190,318,4,6.5,26.0
572,190,389,3,2.1,6.3
573,190,888,4,4.9,19.6
574,191,429,3,3.2,9.6
575,192,187,2,1.5,3.0
576,193,792,3,8.9,26.7
577,193,613,4,2.5,10.0
578,193,50,1,2.2,2.2
579,193,126,1,1.5,1.5
580,194,310,5,2.5,12.5
581,194,449,3,2.9,8.7
582,195,349,1,0.8,0.8
583,195,368,3,1.5,4.5
584,195,152,5,1.5,7.5
585,196,893,1,5.5,5.5
586,196,687,3,4.99,14.97
587,196,297,1,1.1,1.1
588,197,371,5,3.5,17.5
589,197,512,4,1.8,7.2
590,198,227,1,14.99,14.99
591,198,527,1,4.2,4.2
592,199,643,4,3.2,12.8
593,199,205,4,5.9,23.6
594,200,291,2,1.1,2.2
595,200,54,4,3.5,14.0
596,200,773,5,10.99,54.95
597,200,612,5,2.8,14.0
598,200,67,1,1.8,1.8
599,201,294,4,1.1,4.4
600,201,371,4,3.5,14.0
601,201,62,5,3.8,19.0
602,201,816,1,18.9,18.9
603,201,564,4,2.0,8.0
604,202,751,4,2.3,9.2
605,202,794,3,10.9,32.7
606,203,545,3,6.5,19.5
607,203,812,2,2.2,4.4
608,204,676,5,3.5,17.5
609,204,982,4,12.99,51.96
610,204,235,2,1.5,3.0
611,205,602,2,2.5,5.0
612,205,945,2,3.2,6.4
613,205,343,1,1.0,1.0
614,205,553,3,2.2,6.6
615,205,685,4,4.5,18.0
616,206,786,3,3.5,10.5
617,207,150,2,3.5,7.0
618,207,756,2,1.8,3.6
619,207,716,1,2.5,2.5
620,208,350,3,1.5,4.5
621,208,641,5,9.99,49.95
622,208,659,3,2.5,7.5
623,209,545,3,6.5,19.5
624,209,208,3,2.5,7.5
625,209,42,3,1.5,4.5
626,210,637,2,19.99,39.98
627,210,736,1,2.0,2.0
628,210,23,3,4.8,14.4
629,210,809,3,3.5,10.5
630,211,781,4,14.99,59.96
631,212,837,3,3.5,10.5
632,212,732,5,6.9,34.5
633,213,61,5,5.5,27.5
634,214,565,2,2.0,4.0
635,214,280,5,1.1,5.5
636,214,226,5,5.5,27.5
637,215,24,3,1.9,5.7
638,215,597,1,1.8,1.8
639,216,964,3,1.8,5.4
640,216,406,2,1.8,3.6
641,216,251,1,3.9,3.9
642,217,22,3,2.2,6.6
643,217,258,1,2.3,2.3
644,218,8,2,1.5,3.0
645,218,249,3,9.99,29.97
646,219,270,1,1.1,1.1
647,219,549,2,1.6,3.2
648,219,670,4,3.5,14.0
649,220,198,2,7.9,15.8
650,220,234,4,1.0,4.0
651,220,44,3,2.2,6.6
652,221,253,5,3.2,16.0
653,221,536,5,3.5,17.5
654,222,392,1,2.2,2.2
655,222,49,3,1.9,5.7
656,222,11,3,12.5,37.5
657,222,460,1,2.5,2.5
658,222,252,3,2.5,7.5
659,223,196,4,3.5,14.0
660,223,108,3,4.5,13.5
661,223,834,4,5.5,22.0
662,224,343,5,1.0,5.0
663,224,431,2,3.9,7.8
664,225,599,2,22.0,44.0
665,225,967,2,39.99,79.98
666,225,250,1,5.5,5.5
667,226,701,4,4.2,16.8
668,226,30,3,1.4,4.2
669,226,271,3,1.1,3.3
670,226,931,5,7.9,39.5
671,227,855,2,1.5,3.0
672,227,417,1,3.8,3.8
673,227,124,5,4.2,21.0
674,227,336,4,2.5,10.0
675,228,846,5,2.5,12.5
676,228,47,3,1.1,3.3
677,228,160,1,1.5,1.5
678,228,182,3,3.9,11.7
679,228,930,3,4.5,13.5
680,229,141,1,5.9,5.9
681,229,593,1,1.6,1.6
682,229,47,4,1.1,4.4
683,229,138,5,2.7,13.5
684,229,531,5,9.99,49.95
685,230,398,5,39.99,199.95
686,230,455,2,2.0,4.0
687,230,871,3,9.99,29.97
688,231,956,2,4.5,9.0
689,231,965,2,3.9,7.8
690,231,501,1,2.2,2.2
691,231,914,4,4.2,16.8
692,232,905,2,3.5,7.0
693,232,233,2,1.8,3.6
694,232,116,2,1.4,2.8
695,233,571,4,1.8,7.2
696,233,464,4,1.5,6.0
697,234,621,1,3.5,3.5
698,234,831,4,2.8,11.2
699,234,238,5,1.9,9.5
700,234,807,5,6.5,32.5
701,234,724,2,7.9,15.8
702,235,594,2,1.6,3.2
703,236,30,2,1.4,2.8
704,236,257,1,3.5,3.5
705,236,307,2,0.6,1.2
706,236,284,3,1.1,3.3
707,236,908,1,8.9,8.9
708,237,379,2,7.99,15.98
709,238,45,1,1.3,1.3
710,238,775,3,6.5,19.5
711,239,294,1,1.1,1.1
712,239,894,1,2.5,2.5
713,239,382,5,5.99,29.95
714,240,801,3,2.5,7.5
715,240,773,2,10.99,21.98
716,240,406,1,1.8,1.8
717,241,887,1,5.9,5.9
718,241,675,4,2.5,10.0
719,242,433,1,5.9,5.9
720,242,881,2,2.5,5.0
721,242,503,5,3.5,17.5
722,243,258,4,2.3,9.2
723,244,133,1,1.0,1.0
724,244,196,5,3.5,17.5
725,245,454,2,1.5,3.0
726,245,450,2,1.8,3.6
727,245,835,5,4.9,24.5
728,245,374,3,2.2,6.6
729,246,106,4,2.5,10.0
730,246,493,2,7.99,15.98
731,246,295,4,1.1,4.4
732,246,890,3,7.9,23.7
733,246,986,1,49.99,49.99
734,247,28,5,2.8,14.0
735,247,101,4,1.5,6.0
736,247,446,3,1.0,3.0
737,248,52,2,1.7,3.4
738,248,916,4,2.9,11.6
739,248,222,1,19.99,19.99
740,249,26,1,1.5,1.5
741,249,81,2,9.99,19.98
742,250,706,5,1.5,7.5
743,251,569,2,1.8,3.6
744,251,363,2,2.0,4.0
745,251,119,1,6.5,6.5
746,251,834,5,5.5,27.5
747,252,576,2,1.5,3.0
748,252,172,3,1.6,4.8
749,252,41,2,6.5,13.0
750,252,608,5,2.9,14.5
751,253,73,2,4.5,9.0
752,253,204,3,3.8,11.4
753,254,574,2,2.2,4.4
754,254,432,2,2.5,5.0
755,254,425,4,3.5,14.0
756,254,40,1,3.1,3.1
757,254,935,5,7.9,39.5
758,255,673,2,4.5,9.0
759,255,77,5,1.5,7.5
760,255,153,5,3.2,16.0
761,255,91,2,1.8,3.6
762,256,721,5,9.99,49.95
763,256,26,5,1.5,7.5
764,256,189,1,2.5,2.5
765,256,929,1,4.5,4.5
766,257,680,1,2.8,2.8
767,258,868,3,2.0,6.0
768,258,119,3,6.5,19.5
769,258,494,2,5.5,11.0
770,259,341,1,2.5,2.5
771,259,7,3,3.2,9.6
772,259,363,4,2.0,8.0
773,260,684,3,12.99,38.97
774,260,139,3,3.9,11.7
775,260,327,5,6.5,32.5
776,260,991,5,79.99,399.95
777,260,905,1,3.5,3.5
778,261,116,3,1.4,4.2
779,262,203,4,3.5,14.0
780,262,378,1,1.5,1.5
781,262,266,1,1.1,1.1
782,262,63,5,4.2,21.0
783,263,182,1,3.9,3.9
784,264,515,2,2.5,5.0
785,264,193,1,4.2,4.2
786,264,450,4,1.8,7.2
787,264,191,4,5.9,23.6
788,265,701,3,4.2,12.6
789,265,934,3,3.5,10.5
790,265,35,2,3.5,7.0
791,266,872,4,4.5,18.0
792,266,879,4,12.0,48.0
793,266,85,4,7.99,31.96
794,266,863,3,4.2,12.6
795,266,341,2,2.5,5.0
796,267,522,5,6.5,32.5
797,267,416,5,4.2,21.0
798,268,814,4,12.9,51.6
799,268,532,5,5.9,29.5
800,268,917,1,3.9,3.9
801,268,360,5,4.5,22.5
802,269,496,1,5.99,5.99
803,269,622,5,2.5,12.5
804,269,955,4,6.5,26.0
805,269,617,1,3.8,3.8
806,269,283,1,1.1,1.1
807,270,140,3,4.5,13.5
808,270,166,1,2.1,2.1
809,270,128,2,3.2,6.4
810,270,392,1,2.2,2.2
811,270,648,2,3.5,7.0
812,271,701,4,4.2,16.8
813,271,135,3,2.8,8.4
814,272,766,5,1.9,9.5
815,272,789,3,3.5,10.5
816,273,9,1,1.8,1.8
817,274,403,5,3.5,17.5
818,274,739,3,24.99,74.97
819,274,828,1,2.2,2.2
820,275,380,2,1.5,3.0
821,275,354,1,1.1,1.1
822,275,290,5,1.1,5.5
823,275,514,4,2.0,8.0
824,276,319,2,3.0,6.0
825,276,964,5,1.8,9.0
826,276,916,2,2.9,5.8
827,277,304,1,1.1,1.1
828,277,80,4,4.99,19.96
829,277,119,1,6.5,6.5
830,277,56,2,4.9,9.8
831,277,582,1,2.1,2.1
832,278,492,2,19.99,39.98
833,278,857,3,2.5,7.5
834,278,466,5,2.5,12.5
835,279,323,3,9.99,29.97
836,279,749,4,1.0,4.0
837,279,399,5,15.0,75.0
838,279,838,5,3.5,17.5
839,279,714,5,7.9,39.5
840,280,488,2,4.9,9.8
841,280,171,5,8.5,42.5
842,280,480,5,3.5,17.5
843,280,85,3,7.99,23.97
844,281,360,2,4.5,9.0
845,281,933,1,6.9,6.9
846,282,141,1,5.9,5.9
847,282,997,2,22.99,45.98
848,282,415,3,2.8,8.4
849,283,474,5,12.99,64.95
850,283,100,4,2.5,10.0
851,283,234,2,1.0,2.0
852,283,875,4,3.9,15.6
853,283,890,3,7.9,23.7
854,284,924,2,2.5,5.0
855,284,104,3,0.4,1.2
856,285,623,5,2.2,11.0
857,285,257,3,3.5,10.5
858,286,651,3,4.9,14.7
859,287,336,4,2.5,10.0
860,287,539,1,1.8,1.8
861,287,364,5,2.5,12.5
862,287,899,2,1.8,3.6
863,287,484,5,7.9,39.5
864,288,421,1,3.5,3.5
865,289,403,3,3.5,10.5
866,289,50,5,2.2,11.0
867,289,39,5,2.5,12.5
868,290,185,4,2.5,10.0
869,290,594,4,1.6,6.4
870,291,561,3,2.8,8.4
871,291,512,2,1.8,3.6
